article,date,lien,title
"Mosaïque FM a appris que les présidents des blocs parlementaires ont affirmé, à l'unanimité, qu'il n'y aucune vacance officielle au niveau de la présidence de la République.,Mohamed Naceur a, dans ce sens, souhaité prompt rétablissement à Caid Essebsi qui a été victime d'un deuxième malaise qualifié d'aigu.,""Nous sommes de tout coeur avec Monsieur le président."", s'est-il exprimé.", 27 Juin 2019 16:57,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/568439/il-n-y-a-pas-de-vacance-a-la-presidence-de-la-republique,'Il n'y a pas de vacance à la présidence de la République'
"Le député Zouheir Maghzaoui, du bloc démocrate, a indiqué, jeudi, que le nombre de députés ayant signé la pétition pour soutenir le recours contre les amendements de la loi électorale a dépassé les quarante.,Le recours sera déposé auprès de l’Instance provisoire de contrôle de la constitutionnalité des projets de loi au début de la semaine prochaine, a-t-il déclaré à l’Agence Tunis-Afrique-Presse.,Beaucoup de députés rejettent, par principe, l’amendement de la loi électorale, à quelques mois des élections législatives et présidentielle, a-t-il dit. Pour lui, cet amendement sera exploité à des fins politiques étriquées.,  Maghzaoui a relevé que l’opposition usera de toutes les voies légales et constitutionnelles pour lutter contre ce genre de pratiques.,Il a fait remarquer que les blocs d’Ennahdha, de la Coalition nationale et d’el-Horra ont profité de leur majorité au parlement pour faire passer de force ces amendements, et ce malgré le refus de la société politique et de certains politiques et constitutionnalistes.,Intenter un recours contre une loi requiert la signature de 30 députés avant de le déposer auprès de l'Instance provisoire de contrôle de la constitutionnalité des projets de loi, conformément à l'article 18 de la loi organique relative à l'instance.,Le projet de loi organique portant amendement de la loi organique n°2014-16 du 26 mai 2014, relatif aux élections et aux référendums, a été adopté, mardi dernier, en plénière, dans son intégralité, avec 128 voix pour, 30 contre et 14 abstentions.,  Ce projet de loi devrait entrer en vigueur une fois publié au Journal Officiel de la République Tunisienne.", 20 Juin 2019 15:25,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/564276/arp-plus-de-40-signatures-contre-l-amendement-de-la-loi-electorale,ARP: Plus de 40 signatures contre l'amendement de la loi électorale
"Le député du Front populaire, Ahmed Seddik, a déclaré ce mercredi 19 juin qu'il était pour le fait d'intenter un recours contre la loi électorale adoptée hier, pour inconstitutionnalité.,Il a, en outre, souligné qu'il avait voté contre les amendements proposées car ils ont eu lieu la veille des élections.,   ", 19 Juin 2019 11:00,https://www.mosaiquefm.net/fr/actualite-politique-tunisie/563471/ahmed-seddik-pour-un-recours-contre-la-loi-electorale,Ahmed Seddik pour un recours contre la loi électorale 
